timestamp,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_base,taker_buy_quote,ignore
1782864000000,1571.48,1576.17,1565.30,1574.35,85846.826,1782867599999,134855485.74143,140484,42586.498,66911085.04343,0
1782867600000,1574.36,1585.95,1552.03,1577.22,372787.881,1782871199999,585023287.89909,505388,185051.992,290709035.18713,0
1782871200000,1577.21,1588.92,1573.68,1585.71,196266.416,1782874799999,310764935.45375,241701,109686.610,173689363.20482,0
1782874800000,1585.72,1598.98,1581.68,1594.07,239208.850,1782878399999,380325016.27912,246706,123465.949,196358423.10817,0
1782878400000,1594.08,1604.40,1590.06,1598.57,155440.852,1782881999999,248218282.67221,180772,82832.117,132297954.79485,0
1782882000000,1598.57,1600.21,1590.49,1591.89,139435.389,1782885599999,222302973.70679,127393,58484.990,93233879.67244,0
1782885600000,1591.89,1592.39,1570.43,1575.48,312922.323,1782889199999,493990588.01726,266939,149473.798,235908857.49175,0
1782889200000,1575.48,1580.56,1571.49,1577.70,113951.028,1782892799999,179583589.98153,142843,62926.096,99177914.37762,0
1782892800000,1577.71,1581.75,1567.49,1581.75,158305.852,1782896399999,249120447.16059,184049,84267.109,132633152.14956,0
1782896400000,1581.74,1584.49,1577.71,1580.44,121400.740,1782899999999,191888648.64988,132159,61507.608,97221306.09484,0
1782900000000,1580.44,1581.09,1571.03,1572.66,94388.983,1782903599999,148655903.82410,106275,39821.987,62717196.98335,0
1782903600000,1572.67,1575.19,1565.94,1569.02,98885.875,1782907199999,155353482.57185,139993,41389.188,65034956.69153,0
1782907200000,1569.02,1571.91,1564.17,1569.39,152690.222,1782910799999,239366815.26121,220047,77844.316,122048006.59503,0
1782910800000,1569.40,1597.72,1569.02,1596.42,479078.370,1782914399999,758422586.17154,575433,269095.212,426038750.78353,0
1782914400000,1596.42,1616.60,1590.35,1600.44,662228.674,1782917999999,1062250755.46143,657277,323080.375,518147504.28040,0
1782918000000,1600.44,1630.72,1600.09,1619.26,555942.579,1782921599999,900326613.85250,486425,307268.038,497571351.76055,0
1782921600000,1619.27,1628.65,1611.03,1613.86,228643.701,1782925199999,370067700.67051,236334,105372.640,170653102.99055,0
1782925200000,1613.85,1624.32,1606.14,1622.10,210542.560,1782928799999,340151239.81551,234073,104757.505,169294001.15674,0
1782928800000,1622.11,1623.73,1611.09,1615.70,143148.108,1782932399999,231542096.86341,185527,69662.724,112682505.95553,0
1782932400000,1615.70,1623.36,1613.66,1617.14,101697.407,1782935999999,164589677.43991,156784,50512.804,81756438.35166,0
1782936000000,1617.14,1619.83,1609.35,1617.11,119723.300,1782939599999,193232393.19572,149905,61271.374,98901576.38360,0
1782939600000,1617.11,1638.40,1616.86,1631.19,226367.300,1782943199999,368493326.16992,219069,141971.057,231144788.90468,0
1782943200000,1631.17,1645.86,1619.38,1620.98,314756.042,1782946799999,513814826.64304,329286,147855.442,241507083.77066,0
1782946800000,1620.98,1620.98,1607.42,1608.87,156270.128,1782950399999,252119978.22304,207679,73859.201,119161148.75332,0
1782950400000,1608.87,1609.07,1596.14,1602.71,202353.728,1782953999999,324276105.63115,241494,102854.518,164825084.32843,0
1782954000000,1602.72,1624.65,1601.78,1619.88,203642.946,1782957599999,328566262.85124,233275,107937.609,174076366.26876,0
1782957600000,1619.89,1623.88,1613.59,1620.00,116727.804,1782961199999,189051504.79754,177825,56754.676,91937164.56706,0
1782961200000,1620.00,1643.47,1617.47,1638.85,308745.666,1782964799999,503575401.64603,297508,181170.266,295490170.89736,0
1782964800000,1638.84,1639.40,1629.26,1632.14,130700.823,1782968399999,213528218.69924,149283,57343.446,93683306.70952,0
1782968400000,1632.13,1634.39,1624.30,1625.97,96827.171,1782971999999,157714351.99724,125620,42379.324,69040254.78377,0
1782972000000,1625.96,1629.22,1616.54,1618.23,145570.963,1782975599999,236246896.60353,158787,71794.077,116531991.01667,0
1782975600000,1618.22,1619.19,1613.99,1615.56,144989.272,1782979199999,234316184.23786,139846,70081.334,113261964.96785,0
1782979200000,1615.55,1625.50,1614.51,1624.24,167410.695,1782982799999,271283859.61072,150010,97240.606,157570632.57486,0
1782982800000,1624.23,1652.00,1619.57,1642.63,552430.196,1782986399999,906169428.28467,427945,321426.188,527194141.85424,0
1782986400000,1642.63,1648.84,1640.66,1645.41,200683.029,1782989999999,330115202.87643,231458,84787.362,139466682.09890,0
1782990000000,1645.41,1654.36,1643.52,1649.41,270166.707,1782993599999,445261690.93505,251884,130712.950,215470609.13439,0
1782993600000,1649.42,1670.00,1646.89,1661.97,487392.868,1782997199999,808499008.31911,503754,267009.186,442975038.18734,0
1782997200000,1661.97,1713.89,1660.00,1710.16,1153757.159,1783000799999,1954659406.48410,942554,627720.781,1063475724.56381,0
1783000800000,1710.17,1725.00,1692.00,1700.97,684333.446,1783004399999,1168382396.00604,806352,340340.708,581496987.94126,0
1783004400000,1700.96,1702.94,1687.51,1696.32,245198.124,1783007999999,416037549.27947,370595,126173.076,214136586.87346,0
1783008000000,1696.33,1703.86,1685.04,1698.91,257285.250,1783011599999,435890416.34785,340901,133263.081,225832070.78670,0
1783011600000,1698.92,1704.69,1693.34,1694.97,128348.682,1783015199999,218075959.36712,219088,63100.883,107233367.19003,0
1783015200000,1694.97,1706.49,1694.35,1701.35,90856.364,1783018799999,154585958.49671,141685,45110.218,76763890.00119,0
1783018800000,1701.36,1704.96,1694.00,1699.42,115736.245,1783022399999,196721479.13721,154305,56327.272,95742201.19040,0
1783022400000,1699.41,1706.00,1695.33,1704.84,99752.153,1783025999999,169679979.15805,100119,55995.971,95249454.16295,0
1783026000000,1704.83,1705.29,1696.30,1699.38,91491.443,1783029599999,155668041.63184,64046,30995.249,52716971.75866,0
1783029600000,1699.39,1700.40,1693.10,1696.01,56268.542,1783033199999,95464473.98002,62988,29457.930,49978724.97726,0
1783033200000,1696.00,1701.36,1691.30,1699.90,66775.988,1783036799999,113258004.26777,97137,37253.919,63190099.21298,0
1783036800000,1699.89,1702.48,1693.68,1696.01,68579.757,1783040399999,116467669.67395,143708,32046.993,54422749.10450,0
1783040400000,1696.01,1718.39,1694.55,1711.53,238706.216,1783043999999,408337948.89323,305338,127159.214,217544881.68915,0
1783044000000,1711.52,1714.59,1695.30,1704.06,155266.611,1783047599999,264631349.69173,216301,74511.160,126986212.09857,0
1783047600000,1704.06,1711.44,1698.68,1705.61,104162.810,1783051199999,177743390.26915,135352,50015.050,85350616.07897,0
1783051200000,1705.61,1707.99,1701.74,1702.56,50543.195,1783054799999,86153614.14839,90947,25263.595,43064354.75670,0
1783054800000,1702.56,1721.78,1701.63,1714.17,144598.336,1783058399999,247771353.49127,185233,74351.666,127400931.32905,0
1783058400000,1714.16,1720.85,1712.04,1715.32,109109.722,1783061999999,187264747.63083,149124,52077.501,89382817.74441,0
1783062000000,1715.31,1721.97,1713.00,1717.00,101004.552,1783065599999,173476287.15317,115082,49513.082,85038328.55199,0
1783065600000,1717.00,1737.34,1714.90,1719.10,317161.591,1783069199999,547280413.33485,274752,177232.856,305959996.13659,0
1783069200000,1719.11,1731.00,1716.19,1725.63,175783.958,1783072799999,303206976.80313,198834,89910.552,155107794.90372,0
1783072800000,1725.63,1748.67,1725.49,1741.51,398985.966,1783076399999,693915096.74951,367743,221000.907,384375604.15819,0
1783076400000,1741.51,1747.65,1736.64,1741.66,176925.908,1783079999999,308176818.10181,229423,86914.776,151415470.69186,0
1783080000000,1741.66,1744.40,1730.57,1735.66,176108.065,1783083599999,305692313.01740,198355,85750.019,148861701.94964,0
1783083600000,1735.65,1753.36,1735.10,1747.40,265943.565,1783087199999,464096996.30880,276626,147749.145,257882772.14826,0
1783087200000,1747.40,1747.41,1728.03,1736.51,274265.995,1783090799999,475905976.90367,320488,122325.058,212280118.91280,0
1783090800000,1736.51,1745.52,1728.75,1730.37,261005.308,1783094399999,453083761.94971,287866,108964.673,189189387.94590,0
