timestamp,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_base,taker_buy_quote,ignore
1693699200000,1636.24,1636.84,1630.92,1634.39,41172.166,1693702799999,67265346.25107,26701,15394.324,25152633.11384,0
1693702800000,1634.39,1635.80,1632.31,1632.74,19063.967,1693706399999,31149626.39128,19642,8865.718,14487156.58848,0
1693706400000,1632.74,1634.20,1630.55,1633.61,19730.006,1693709999999,32216846.41514,20499,11233.410,18343646.55801,0
1693710000000,1633.60,1635.59,1632.78,1635.45,11775.915,1693713599999,19240651.21691,13392,5636.692,9210710.29294,0
1693713600000,1635.44,1635.89,1633.86,1634.40,10721.724,1693717199999,17530694.20306,13253,5513.913,9015955.60040,0
1693717200000,1634.39,1636.91,1633.54,1635.28,15109.444,1693720799999,24702119.40250,16218,8830.098,14436342.73344,0
1693720800000,1635.28,1638.34,1634.84,1635.59,22378.511,1693724399999,36619846.28891,23492,12362.637,20230464.36972,0
1693724400000,1635.59,1635.73,1632.90,1634.95,19151.855,1693727999999,31303449.19466,19623,9798.123,16015842.53011,0
1693728000000,1634.95,1635.22,1630.08,1631.39,36576.833,1693731599999,59696569.13604,29914,18254.887,29792627.69490,0
1693731600000,1631.39,1633.60,1630.66,1632.30,15946.138,1693735199999,26028646.74456,14074,9089.631,14836183.39321,0
1693735200000,1632.29,1633.76,1631.53,1633.52,13455.229,1693738799999,21966021.97428,12260,7465.108,12187746.04776,0
1693738800000,1633.52,1633.98,1632.28,1633.49,13482.050,1693742399999,22018050.21306,14224,5533.359,9036518.28692,0
1693742400000,1633.49,1640.51,1630.15,1631.20,89755.642,1693745999999,146822128.58480,75980,50254.294,82223341.58508,0
1693746000000,1631.22,1635.95,1627.19,1633.19,74383.563,1693749599999,121347864.83045,64223,38021.184,62034225.74475,0
1693749600000,1633.19,1637.94,1632.68,1635.54,29154.196,1693753199999,47673926.00476,31204,15407.010,25193749.94501,0
1693753200000,1635.54,1635.81,1630.50,1632.18,34811.449,1693756799999,56851916.17621,32740,16544.054,27015419.64633,0
1693756800000,1632.19,1633.98,1623.93,1627.18,81648.458,1693760399999,132926836.99097,66278,34400.819,56016607.67221,0
1693760400000,1627.18,1631.59,1626.09,1630.60,25218.570,1693763999999,41069087.90215,31177,14179.442,23092157.61833,0
1693764000000,1630.60,1642.97,1630.01,1636.07,86135.209,1693767599999,141015139.75818,82070,48952.813,80137621.04821,0
1693767600000,1636.06,1639.60,1634.71,1638.08,28273.321,1693771199999,46284069.93807,32545,15093.878,24708594.14326,0
